"Line Probe: Direction [-1,0,0] (m)","Line Probe: Turbulent Kinetic Energy (J/kg)","Line Probe 2: Direction [-1,0,0] (m)","Line Probe 2: Turbulent Kinetic Energy (J/kg)"
-0.18044,0.001387938391417265,-0.18356,6.555992877110839E-4
-0.1807,0.001387938391417265,-0.1833,6.555992877110839E-4
-0.18096,0.001387938391417265,-0.18303999999999998,6.555992877110839E-4
-0.18122,0.0013720544520765543,-0.18278,6.555992877110839E-4
-0.18148,0.0013720544520765543,-0.18252,6.555992877110839E-4
-0.18173999999999998,0.0013720544520765543,-0.18226,6.466045742854476E-4
-0.182,0.0013720544520765543,-0.182,6.466045742854476E-4
-0.18226,0.0013720544520765543,-0.18173999999999998,6.466045742854476E-4
-0.18252,0.001364890020340681,-0.18148,6.466045742854476E-4
-0.18278,0.001364890020340681,-0.18122,6.466045742854476E-4
-0.18303999999999998,0.001364890020340681,-0.18096,6.373681244440377E-4
-0.1833,0.001364890020340681,-0.1807,6.373681244440377E-4
-0.18356,0.001364890020340681,-0.18044,6.373681244440377E-4
-0.18381999999999998,0.001361413043923676,-0.18018,6.373681244440377E-4
-0.18408,0.001361413043923676,-0.17992,6.373681244440377E-4
-0.18434,0.001361413043923676,-0.17966,6.373681244440377E-4
-0.1846,0.001361413043923676,-0.1794,6.278872606344521E-4
-0.18486,0.0013586902059614658,-0.17914,6.278872606344521E-4
-0.18512,0.0013586902059614658,-0.17887999999999998,6.278872606344521E-4
-0.18538,0.0013586902059614658,-0.17862,6.278872606344521E-4
-0.18564,0.0013586902059614658,-0.17836,6.278872606344521E-4
-0.18589999999999998,0.0013586902059614658,-0.1781,6.18159887380898E-4
-0.18616,0.001355588436126709,-0.17784,6.18159887380898E-4
-0.18642,0.001355588436126709,-0.17758,6.18159887380898E-4
-0.18667999999999998,0.001355588436126709,-0.17732,6.18159887380898E-4
-0.18694,0.001355588436126709,-0.17706,6.18159887380898E-4
-0.18719999999999998,0.0013522278750315309,-0.1768,6.18159887380898E-4
-0.18746,0.0013522278750315309,-0.17654,6.08183559961617E-4
-0.18772,0.0013522278750315309,-0.17628,6.08183559961617E-4
-0.18797999999999998,0.0013522278750315309,-0.17602,6.08183559961617E-4
-0.18824,0.001348983496427536,-0.17576,6.08183559961617E-4
-0.1885,0.001348983496427536,-0.1755,6.08183559961617E-4
-0.18875999999999998,0.001348983496427536,-0.17524,6.08183559961617E-4
-0.18902,0.001348983496427536,-0.17498,5.979512934572995E-4
-0.18928,0.001346471137367189,-0.17472,5.979512934572995E-4
-0.18954,0.001346471137367189,-0.17446,5.979512934572995E-4
-0.1898,0.001346471137367189,-0.1742,5.979512934572995E-4
-0.19006,0.0013452357379719615,-0.17393999999999998,5.979512934572995E-4
-0.19032,0.0013452357379719615,-0.17368,5.979512934572995E-4
-0.19058,0.0013452357379719615,-0.17342,5.979512934572995E-4
-0.19084,0.0013452357379719615,-0.17315999999999998,5.874588969163597E-4
-0.1911,0.001345780328847468,-0.1729,5.874588969163597E-4
-0.19136,0.001345780328847468,-0.17264,5.874588969163597E-4
-0.19162,0.001345780328847468,-0.17237999999999998,5.874588969163597E-4
-0.19188,0.0013483748771250248,-0.17212,5.874588969163597E-4
-0.19213999999999998,0.0013483748771250248,-0.17186,5.874588969163597E-4
-0.1924,0.0013483748771250248,-0.1716,5.874588969163597E-4
-0.19266,0.001353153376840055,-0.17134,5.766941467300057E-4
-0.19291999999999998,0.001353153376840055,-0.17108,5.766941467300057E-4
-0.19318,0.001353153376840055,-0.17082,5.766941467300057E-4
-0.19344,0.0013601887039840221,-0.17056,5.766941467300057E-4
-0.19369999999999998,0.0013601887039840221,-0.1703,5.766941467300057E-4
-0.19396,0.0013601887039840221,-0.17004,5.766941467300057E-4
-0.19422,0.0013695042580366135,-0.16978,5.766941467300057E-4
-0.19448,0.0013695042580366135,-0.16952,5.656552384607494E-4
-0.19474,0.0013695042580366135,-0.16926,5.656552384607494E-4
-0.195,0.0013810673262923956,-0.16899999999999998,5.656552384607494E-4
-0.19526,0.0013810673262923956,-0.16874,5.656552384607494E-4
-0.19552,0.0013946369290351868,-0.16848,5.656552384607494E-4
-0.19578,0.0013946369290351868,-0.16821999999999998,5.656552384607494E-4
-0.19604,0.0013946369290351868,-0.16796,5.656552384607494E-4
-0.1963,0.001409349963068962,-0.1677,5.656552384607494E-4
-0.19655999999999998,0.001409349963068962,-0.16744,5.543220904655755E-4
-0.19682,0.0014232562389224768,-0.16718,5.543220904655755E-4
-0.19707999999999998,0.0014232562389224768,-0.16692,5.543220904655755E-4
-0.19734,0.0014327445533126593,-0.16666,5.543220904655755E-4
-0.1976,0.0014327445533126593,-0.1664,5.543220904655755E-4
-0.19785999999999998,0.0014705879148095846,-0.16614,5.543220904655755E-4
-0.19812,0.0014705879148095846,-0.16588,5.543220904655755E-4
-0.19838,0.002025894820690155,-0.16562,5.543220904655755E-4
-0.19863999999999998,0.002025894820690155,-0.16536,5.426830030046403E-4
-0.1989,0.008920559659600258,-0.1651,5.426830030046403E-4
-0.19916,0.008920559659600258,-0.16484,5.426830030046403E-4
-0.19942,0.06257715821266174,-0.16458,5.426830030046403E-4
-0.19968,0.06257715821266174,-0.16432,5.426830030046403E-4
-0.19994,0.24598871171474457,-0.16405999999999998,5.426830030046403E-4
-0.2002,0.5166305303573608,-0.1638,5.426830030046403E-4
-0.20046,0.5166305303573608,-0.16354,5.426830030046403E-4
-0.20071999999999998,0.8240633010864258,-0.16328,5.307627725414932E-4
-0.20098,1.1535892486572266,-0.16302,5.307627725414932E-4
-0.20123999999999997,1.1535892486572266,-0.16276000000000002,5.307627725414932E-4
-0.20149999999999998,1.5005892515182495,-0.1625,5.307627725414932E-4
-0.20176,1.8606992959976196,-0.16224,5.307627725414932E-4
-0.20201999999999998,2.2284109592437744,-0.16198,5.307627725414932E-4
-0.20228,2.5971527099609375,-0.16172,5.307627725414932E-4
-0.20254,2.5971527099609375,-0.16146,5.307627725414932E-4
-0.20279999999999998,2.959223985671997,-0.1612,5.307627725414932E-4
-0.20306,3.3065648078918457,-0.16094,5.185941699892282E-4
-0.20332,3.6307101249694824,-0.16068,5.185941699892282E-4
-0.20357999999999998,3.922544240951538,-0.16042,5.185941699892282E-4
-0.20384,4.172842025756836,-0.16016,5.185941699892282E-4
-0.2041,4.515152454376221,-0.1599,5.185941699892282E-4
-0.20435999999999999,4.592405319213867,-0.15964,5.185941699892282E-4
-0.20462,4.600991249084473,-0.15938,5.185941699892282E-4
-0.20487999999999998,4.401492118835449,-0.15912,5.185941699892282E-4
-0.20514,4.196637153625488,-0.15886,5.185941699892282E-4
-0.20539999999999997,3.6045114994049072,-0.15860000000000002,5.185941699892282E-4
-0.20565999999999998,2.831739902496338,-0.15834,5.063837743364275E-4
-0.20592,2.007734537124634,-0.15808,5.063837743364275E-4
-0.20617999999999997,1.3004698753356934,-0.15782000000000002,5.063837743364275E-4
-0.20643999999999998,0.6616998910903931,-0.15756,5.063837743364275E-4
-0.2067,0.4587983787059784,-0.1573,5.063837743364275E-4
-0.20695999999999998,0.44049036502838135,-0.15704,5.063837743364275E-4
-0.20722,0.4543711245059967,-0.15678,5.063837743364275E-4
-0.20748,0.46734434366226196,-0.15652,5.063837743364275E-4
-0.20773999999999998,0.7111402153968811,-0.15626,5.063837743364275E-4
-0.208,0.008951260708272457,-0.156,4.94097825139761E-4
